"","external_gene_name","ensembl_gene_id","entrezgene_id","go_id","name_1006"
"307898","ZNF296","ENSG00000170684",162979,"GO:0003676","nucleic acid binding"
"307914","GEMIN7-AS1","ENSG00000267348",NA,"",""
"307795","GEMIN7","ENSG00000142252",79760,"GO:0034719","SMN-Sm protein complex"
"307810","PPP1R37","ENSG00000104866",284352,"",""
"307911","EIF5AP3","ENSG00000267346",NA,"",""
"307910","AC005757.1","ENSG00000267044",NA,"",""
"307912","NKPD1","ENSG00000179846",284353,"GO:0016020","membrane"
"307858","TRAPPC6A","ENSG00000007255",79090,"GO:0043087","regulation of GTPase activity"
"307624","BLOC1S3","ENSG00000189114",388552,"GO:0005623","cell"
"307674","MARK4","ENSG00000007047",57787,"GO:0005524","ATP binding"
"307950","CKM","ENSG00000104879",1158,"GO:0003824","catalytic activity"
"307964","RPS16P9","ENSG00000242675",NA,"",""
"307983","KLC3","ENSG00000104892",147700,"GO:0005515","protein binding"
"308183","ERCC2","ENSG00000104884",2068,"GO:0003677","DNA binding"
"308765","PPP1R13L","ENSG00000104881",10848,"GO:0005515","protein binding"
"308922","CD3EAP","ENSG00000117877",10849,"GO:0006360","transcription by RNA polymerase I"
"308958","ERCC1","ENSG00000012061",2067,"GO:0005634","nucleus"
"308548","FOSB","ENSG00000125740",2354,"GO:0003677","DNA binding"
"309301","RTN2","ENSG00000125744",6253,"GO:0016020","membrane"
"309273","PPM1N","ENSG00000213889",147699,"GO:0000287","magnesium ion binding"
"309374","VASP","ENSG00000125753",7408,"GO:0008154","actin polymerization or depolymerization"
"309450","OPA3","ENSG00000125741",80207,"GO:0005739","mitochondrion"
"309435","GPR4","ENSG00000177464",2828,"GO:0007186","G protein-coupled receptor signaling pathway"
"309485","EML2","ENSG00000125746",24139,"GO:0005515","protein binding"
"342785","EML2-AS1","ENSG00000267757",NA,"",""
"302383","RN7SL836P","ENSG00000241226",NA,"",""
"309891","GIPR","ENSG00000010310",2696,"GO:0007186","G protein-coupled receptor signaling pathway"
"302450","MIR642A","ENSG00000207773",NA,"",""
"310013","SNRPD2","ENSG00000125743",6633,"GO:0008380","RNA splicing"
"310059","QPCTL","ENSG00000011478",54814,"GO:0016603","glutaminyl-peptide cyclotransferase activity"
"310070","FBXO46","ENSG00000177051",23403,"GO:0005515","protein binding"
"310072","BHMG1","ENSG00000237452",388553,"GO:0046983","protein dimerization activity"
"310592","SIX5","ENSG00000177045",147912,"GO:0003677","DNA binding"
"342802","DM1-AS","ENSG00000267395",NA,"",""
"310410","AC074212.1","ENSG00000259605",NA,"",""
"310104","DMPK","ENSG00000104936",1760,"GO:0005524","ATP binding"
"310411","DMWD","ENSG00000185800",1762,"GO:0005515","protein binding"
"310616","RSPH6A","ENSG00000104941",81492,"GO:0060271","cilium assembly"
"310638","SYMPK","ENSG00000125755",8189,"",""
"342813","AC092301.1","ENSG00000269148",NA,"",""
"311005","FOXA3","ENSG00000170608",3171,"GO:0006355","regulation of transcription, DNA-templated"
"311029","IRF2BP1","ENSG00000170604",26145,"GO:0046872","metal ion binding"
"311040","MYPOP","ENSG00000176182",339344,"GO:0005634","nucleus"
"311049","NANOS2","ENSG00000188425",339345,"GO:0008270","zinc ion binding"
"311088","NOVA2","ENSG00000104967",4858,"GO:0003723","RNA binding"
"311207","CCDC61","ENSG00000104983",729440,"",""
"302464","MIR769","ENSG00000211580",NA,"GO:0005615","extracellular space"
"311183","PGLYRP1","ENSG00000008438",8993,"GO:0008270","zinc ion binding"
"342820","AC007785.3","ENSG00000268401",NA,"",""
"311252","IGFL4","ENSG00000204869",444882,"GO:0005576","extracellular region"
"342825","AC007785.1","ENSG00000267922",NA,"",""
"342821","AC007785.2","ENSG00000268053",NA,"",""
"311269","IGFL3","ENSG00000188624",388555,"GO:0005615","extracellular space"
"311268","TGIF1P1","ENSG00000259339",NA,"",""
"311263","IGFL2","ENSG00000204866",147920,"",""
"342823","AC006262.2","ENSG00000269729",NA,"",""
"342822","IGFL2-AS1","ENSG00000268621",NA,"",""
"342824","IGFL1P1","ENSG00000268879",NA,"",""
"342826","AC006262.1","ENSG00000268460",NA,"",""
"342827","RPL12P41","ENSG00000269637",NA,"",""
"311280","IGFL1","ENSG00000188293",374918,"GO:0005615","extracellular space"
"342828","IGFL1P2","ENSG00000268238",NA,"",""
"311284","HIF3A","ENSG00000124440",64344,"GO:0046983","protein dimerization activity"
"302472","RNU6-924P","ENSG00000199796",NA,"",""
"342848","AC007193.2","ENSG00000269124",NA,"",""
"311536","PPP5C","ENSG00000011485",5536,"GO:0005515","protein binding"
"342854","AC007193.1","ENSG00000268810",NA,"",""
"311880","CCDC8","ENSG00000169515",83987,"GO:0005737","cytoplasm"
"311893","PNMA8A","ENSG00000182013",55228,"",""
"311894","PPP5D1","ENSG00000230510",100506012,"GO:0005515","protein binding"
"311904","PNMA8B","ENSG00000204851",57469,"",""
"342860","AC093503.1","ENSG00000268423",NA,"",""
"311903","GAPDHP38","ENSG00000249210",NA,"",""
"311905","CALM3","ENSG00000160014",808,"GO:0005509","calcium ion binding"
"312120","PTGIR","ENSG00000160013",5739,"GO:0007186","G protein-coupled receptor signaling pathway"
"312150","GNG8","ENSG00000167414",94235,"GO:0007186","G protein-coupled receptor signaling pathway"
"312457","DACT3","ENSG00000197380",147906,"",""
"312478","DACT3-AS1","ENSG00000245598",NA,"",""
"312164","PRKD2","ENSG00000105287",25865,"GO:0005524","ATP binding"
"302252","RN7SL364P","ENSG00000243560",NA,"",""
"312491","STRN4","ENSG00000090372",29888,"GO:0005515","protein binding"
"342888","AC008635.2","ENSG00000269487",NA,"",""
"313245","FKRP","ENSG00000181027",79147,"",""
"313117","SLC1A5","ENSG00000105281",6510,"GO:0016021","integral component of membrane"
"342914","HNRNPMP2","ENSG00000269576",NA,"",""
"342915","AC008622.1","ENSG00000269014",NA,"",""
"313357","AP2S1","ENSG00000042753",1175,"GO:0006886","intracellular protein transport"
"313434","ARHGAP35","ENSG00000160007",2909,"GO:0007165","signal transduction"
"313509","NPAS1","ENSG00000130751",4861,"GO:0006355","regulation of transcription, DNA-templated"
"313631","TMEM160","ENSG00000130748",54958,"GO:0016020","membrane"
"313826","ZC3H4","ENSG00000130749",23211,"GO:0046872","metal ion binding"
"313671","SAE1","ENSG00000142230",10055,"GO:0008641","ubiquitin-like modifier activating enzyme activity"
"313848","BBC3","ENSG00000105327",27113,"",""
"302372","MIR3190","ENSG00000265134",NA,"",""
"313931","CCDC9","ENSG00000105321",26093,"",""
"314059","INAFM1","ENSG00000257704",255783,"GO:0016020","membrane"
"314062","C5AR1","ENSG00000197405",728,"",""
"314114","C5AR2","ENSG00000134830",27202,"GO:0007186","G protein-coupled receptor signaling pathway"
"314139","DHX34","ENSG00000134815",9704,"GO:0004386","helicase activity"
"314245","MEIS3","ENSG00000105419",56917,"",""
"314470","SLC8A2","ENSG00000118160",6543,"GO:0016021","integral component of membrane"
"314380","KPTN","ENSG00000118162",11133,"GO:0015629","actin cytoskeleton"
"342933","NAPA-AS1","ENSG00000268061",NA,"",""
"314547","NAPA","ENSG00000105402",8775,"GO:0005515","protein binding"
"314966","ZNF541","ENSG00000118156",84215,"GO:0003677","DNA binding"
"342944","AC010519.1","ENSG00000268746",NA,"",""
"315190","BICRA","ENSG00000063169",29998,"GO:0005634","nucleus"
"342943","BICRA-AS1","ENSG00000269806",NA,"",""
"315203","EHD2","ENSG00000024422",30846,"GO:0005515","protein binding"
"315296","NOP53","ENSG00000105373",29997,"GO:0003723","RNA binding"
"302469","SNORD23","ENSG00000221803",NA,"",""
"342945","NOP53-AS1","ENSG00000269656",NA,"",""
"315455","SELENOW","ENSG00000178980",6415,"GO:0005737","cytoplasm"
"315504","RPL23AP80","ENSG00000213035",NA,"",""
"315542","TPRX1","ENSG00000178928",284355,"GO:0003677","DNA binding"
"315573","CRX","ENSG00000105392",1406,"GO:0003677","DNA binding"
"315612","TPRX2P","ENSG00000259009",NA,"",""
"315613","LINC01595","ENSG00000259108",NA,"",""
"315614","SULT2A1","ENSG00000105398",6822,"GO:0008146","sulfotransferase activity"
"315681","BSPH1","ENSG00000188334",100131137,"GO:0005576","extracellular region"
"315686","ELSPBP1","ENSG00000169393",64100,"GO:0005576","extracellular region"
"315695","CABP5","ENSG00000105507",56344,"GO:0005509","calcium ion binding"
"315724","PLA2G4C","ENSG00000105499",8605,"GO:0004620","phospholipase activity"
"342985","PLA2G4C-AS1","ENSG00000269420",NA,"",""
"315857","LIG1","ENSG00000105486",3978,"GO:0003677","DNA binding"
"342986","AC011466.3","ENSG00000269534",NA,"",""
"342987","AC011466.2","ENSG00000269321",NA,"",""
"316092","ZSWIM9","ENSG00000185453",374920,"GO:0008270","zinc ion binding"
"316555","ZNF114","ENSG00000178150",163071,"GO:0006355","regulation of transcription, DNA-templated"
"316147","CARD8","ENSG00000105483",22900,"",""
"342994","AC011466.1","ENSG00000268583",NA,"",""
"342993","CARD8-AS1","ENSG00000268001",NA,"",""
"343014","ZNF114-AS1","ENSG00000268186",NA,"",""
"316625","CCDC114","ENSG00000105479",93233,"GO:0042995","cell projection"
"316596","EMP3","ENSG00000142227",2014,"GO:0016021","integral component of membrane"
"316682","TMEM143","ENSG00000161558",55260,"GO:0003674","molecular_function"
"316728","SYNGR4","ENSG00000105467",23546,"GO:0016020","membrane"
"316734","KDELR1","ENSG00000105438",10945,"GO:0016021","integral component of membrane"
"316765","GRIN2D","ENSG00000105464",2906,"GO:0016020","membrane"
"316929","GRWD1","ENSG00000105447",83743,"GO:0005515","protein binding"
"316971","KCNJ14","ENSG00000182324",3770,"GO:0016021","integral component of membrane"
"343025","AC008403.2","ENSG00000268530",NA,"",""
"316835","CYTH2","ENSG00000105443",9266,"GO:0005086","ARF guanyl-nucleotide exchange factor activity"
"316993","LMTK3","ENSG00000142235",114783,"",""
"317032","SULT2B1","ENSG00000088002",6820,"GO:0008146","sulfotransferase activity"
"317057","FAM83E","ENSG00000105523",54854,"GO:0019901","protein kinase binding"
"317059","SPACA4","ENSG00000177202",171169,"GO:0016020","membrane"
"317192","RPL18","ENSG00000063177",6141,"",""
"343028","AC022154.1","ENSG00000268093",NA,"",""
"317083","SPHK2","ENSG00000063176",56848,"GO:0016301","kinase activity"
"317069","DBP","ENSG00000105516",1628,"GO:0006355","regulation of transcription, DNA-templated"
"317317","CA11","ENSG00000063180",770,"GO:0008270","zinc ion binding"
"317316","SEC1P","ENSG00000232871",NA,"",""
"317324","NTN5","ENSG00000142233",126147,"GO:0005515","protein binding"
"317335","FUT2","ENSG00000176920",2524,"GO:0005975","carbohydrate metabolic process"
"317355","MAMSTR","ENSG00000176909",284358,"GO:0005634","nucleus"
"317363","RASIP1","ENSG00000105538",54922,"",""
"317388","IZUMO1","ENSG00000182264",284359,"",""
"317425","FUT1","ENSG00000174951",2523,"GO:0005975","carbohydrate metabolic process"
"317447","FGF21","ENSG00000105550",26291,"GO:0005576","extracellular region"
"317498","BCAT2","ENSG00000105552",587,"GO:0003824","catalytic activity"
"318032","HSD17B14","ENSG00000087076",51171,"GO:0016491","oxidoreductase activity"
"318111","PLEKHA4","ENSG00000105559",57664,"GO:0005737","cytoplasm"
"318213","PPP1R15A","ENSG00000087074",23645,"GO:0016020","membrane"
"318243","TULP2","ENSG00000104804",7288,"GO:0005737","cytoplasm"
"318348","NUCB1","ENSG00000104805",4924,"GO:0005509","calcium ion binding"
"318491","NUCB1-AS1","ENSG00000235191",NA,"",""
"318492","AC026803.1","ENSG00000260366",NA,"",""
"318512","DHDH","ENSG00000104808",27294,"GO:0016491","oxidoreductase activity"
"318561","BAX","ENSG00000087088",581,"",""
"343045","AC026803.2","ENSG00000267898",NA,"",""
"318763","FTL","ENSG00000087086",2512,"GO:0008199","ferric iron binding"
"318838","GYS1","ENSG00000104812",2997,"GO:0005978","glycogen biosynthetic process"
"318868","RUVBL2","ENSG00000183207",10856,"GO:0005524","ATP binding"
"319059","LHB","ENSG00000104826",3972,"GO:0005576","extracellular region"
"343047","AC008687.4","ENSG00000268655",NA,"",""
"319117","CGB3","ENSG00000104827",1082,"GO:0005576","extracellular region"
"319138","NTF6A","ENSG00000267019",NA,"",""
"319137","NTF6G","ENSG00000267099",NA,"",""
"319130","CGB2","ENSG00000104818",114336,"GO:0005576","extracellular region"
"343048","CGB1","ENSG00000267631",114335,"GO:0005576","extracellular region"
"343055","NTF6B","ENSG00000267685",NA,"",""
"343056","AC008687.5","ENSG00000268669",NA,"",""
"319156","CGB5","ENSG00000189052",93659,"GO:0005576","extracellular region"
"319168","CGB8","ENSG00000213030",94115,"GO:0005576","extracellular region"
"343057","AC008687.6","ENSG00000269706",NA,"",""
"319212","CGB7","ENSG00000196337",94027,"GO:0005576","extracellular region"
"343059","AC008687.2","ENSG00000268108",NA,"",""
"319181","NTF4","ENSG00000225950",4909,"GO:0005576","extracellular region"
"343058","AC008687.3","ENSG00000268287",NA,"",""
"319247","KCNA7","ENSG00000104848",3743,"GO:0005515","protein binding"
"319263","SNRNP70","ENSG00000104852",6625,"GO:0003676","nucleic acid binding"
"319375","LIN7B","ENSG00000104863",64130,"GO:0005515","protein binding"
"319415","C19orf73","ENSG00000221916",55150,"GO:0005515","protein binding"
"319416","PPFIA3","ENSG00000177380",8541,"GO:0005515","protein binding"
"319458","HRC","ENSG00000130528",3270,"GO:0005509","calcium ion binding"
"319544","TRPM4","ENSG00000130529",54795,"GO:0016021","integral component of membrane"
"343066","SLC6A21P","ENSG00000269009",NA,"",""
"319957","SUMO1P4","ENSG00000235555",NA,"",""
"319958","SLC6A16","ENSG00000063127",28968,"GO:0016021","integral component of membrane"
"319990","AC011450.1","ENSG00000197813",NA,"",""
"319991","CD37","ENSG00000104894",951,"GO:0016020","membrane"
"320216","TEAD2","ENSG00000074219",8463,"GO:0006355","regulation of transcription, DNA-templated"
"343068","AC010524.1","ENSG00000268157",NA,"",""
"319976","DKKL1","ENSG00000104901",27120,"",""
"343075","AC010643.1","ENSG00000268686",NA,"",""
"320438","CCDC155","ENSG00000161609",147872,"GO:0034993","meiotic nuclear membrane microtubule tethering complex"
"320496","PTH2","ENSG00000142538",113091,"GO:0005576","extracellular region"
"320499","GFY","ENSG00000261949",100507003,"GO:0016020","membrane"
"320508","SLC17A7","ENSG00000104888",57030,"GO:0055085","transmembrane transport"
"320897","PIH1D1","ENSG00000104872",55011,"",""
"320805","ALDH16A1","ENSG00000161618",126133,"GO:0055114","oxidation-reduction process"
"320690","FLT3LG","ENSG00000090554",2323,"GO:0016020","membrane"
"320821","RPL13A","ENSG00000142541",23521,"GO:0003735","structural constituent of ribosome"
"302370","SNORD33","ENSG00000199631",NA,"",""
"302270","SNORD34","ENSG00000202503",NA,"",""
"302438","SNORD35A","ENSG00000200259",NA,"",""
"321048","RPS11","ENSG00000142534",6205,"",""
"302473","SNORD35B","ENSG00000200530",NA,"",""
"343083","COX6CP7","ENSG00000268681",NA,"",""
"321090","FCGRT","ENSG00000104870",2217,"",""
"321204","RCN3","ENSG00000142552",57333,"GO:0005509","calcium ion binding"
"321231","NOSIP","ENSG00000142546",51070,"GO:0016567","protein ubiquitination"
"302451","AC010619.1","ENSG00000207073",NA,"",""
"321219","PRRG2","ENSG00000126460",5639,"GO:0005576","extracellular region"
"321361","PRR12","ENSG00000126464",57479,"GO:0005634","nucleus"
"321368","RRAS","ENSG00000126458",6237,"GO:0007165","signal transduction"
"321443","SCAF1","ENSG00000126461",58506,"GO:0003723","RNA binding"
"321573","IRF3","ENSG00000126456",3661,"",""
"321509","BCL2L12","ENSG00000126453",83596,"GO:0042981","regulation of apoptotic process"
"322116","PRMT1","ENSG00000126457",3276,"GO:0008168","methyltransferase activity"
"322095","ADM5","ENSG00000224420",199800,"GO:0005576","extracellular region"
"322386","CPT1C","ENSG00000169169",126129,"GO:0016740","transferase activity"
"322590","AC011495.1","ENSG00000243829",NA,"",""
"322591","TSKS","ENSG00000126467",60385,"",""
"322734","AP2A1","ENSG00000196961",160,"GO:0006886","intracellular protein transport"
"322885","FUZ","ENSG00000010361",80199,"",""
"343123","AC006942.1","ENSG00000269194",NA,"",""
"323815","MED25","ENSG00000104973",81857,"",""
"343132","PTOV1-AS1","ENSG00000268006",NA,"",""
"324656","PTOV1","ENSG00000104960",53635,"GO:0005654","nucleoplasm"
"343129","AC018766.1","ENSG00000268047",NA,"",""
"302385","MIR4749","ENSG00000265954",NA,"GO:1903561","extracellular vesicle"
"343133","PTOV1-AS2","ENSG00000269352",NA,"",""
"323641","PNKP","ENSG00000039650",11284,"",""
"323551","AKT1S1","ENSG00000204673",84335,"GO:0032007","negative regulation of TOR signaling"
"324555","TBC1D17","ENSG00000104946",79735,"GO:0015031","protein transport"
"324233","IL4I1","ENSG00000104951",259307,"GO:0055114","oxidation-reduction process"
"324409","NUP62","ENSG00000213024",23636,"GO:0017056","structural constituent of nuclear pore"
"324174","ATF5","ENSG00000169136",22809,"GO:0006355","regulation of transcription, DNA-templated"
"324372","SIGLEC11","ENSG00000161640",114132,"GO:0016020","membrane"
"324760","SIGLEC16","ENSG00000161643",400709,"",""
"324853","VRK3","ENSG00000105053",51231,"GO:0005524","ATP binding"
"325383","ZNF473","ENSG00000142528",25888,"GO:0006355","regulation of transcription, DNA-templated"
"343157","AC010624.3","ENSG00000269091",NA,"",""
"325438","AC010624.1","ENSG00000204666",NA,"",""
"343156","AC010624.4","ENSG00000269540",NA,"",""
"343158","AC010624.2","ENSG00000267890",NA,"",""
"325439","IZUMO2","ENSG00000161652",126123,"GO:0016020","membrane"
"325598","MYH14","ENSG00000105357",79784,"GO:0005524","ATP binding"
"325960","KCNC3","ENSG00000131398",3748,"GO:0016021","integral component of membrane"
"326097","NR1H2","ENSG00000131408",7376,"",""
"326008","NAPSB","ENSG00000131401",NA,"",""
"326073","NAPSA","ENSG00000131400",9476,"GO:0006508","proteolysis"
"343171","AC008655.2","ENSG00000269392",NA,"",""
"326297","POLD1","ENSG00000062822",5424,"GO:0003676","nucleic acid binding"
"343173","SPIB","ENSG00000269404",6689,"GO:0006355","regulation of transcription, DNA-templated"
"326578","MYBPC2","ENSG00000086967",4606,"GO:0005515","protein binding"
"326653","FAM71E1","ENSG00000142530",112703,"",""
"326683","EMC10","ENSG00000161671",284361,"",""
"343187","AC020909.2","ENSG00000268518",NA,"",""
"326713","JOSD2","ENSG00000161677",126119,"GO:0016579","protein deubiquitination"
"326782","ASPDH","ENSG00000204653",554235,"GO:0009435","NAD biosynthetic process"
"326885","LRRC4B","ENSG00000131409",94030,"GO:0005515","protein binding"
"343189","AC008743.1","ENSG00000268231",NA,"",""
"326952","SYT3","ENSG00000213023",84258,"GO:0017156","calcium-ion regulated exocytosis"
"327011","C19orf81","ENSG00000235034",342918,"",""
"327012","SHANK1","ENSG00000161681",50944,"GO:0005515","protein binding"
"327200","CLEC11A","ENSG00000105472",6320,"GO:0005737","cytoplasm"
"343218","GPR32P1","ENSG00000269565",NA,"",""
"327267","GPR32","ENSG00000142511",2854,"GO:0007186","G protein-coupled receptor signaling pathway"
