"","external_gene_name","ensembl_gene_id","entrezgene_id","go_id","name_1006"
"319643","GPR42","ENSG00000126251",2866,"GO:0007186","G protein-coupled receptor signaling pathway"
"343063","EEF1A1P7","ENSG00000268222",NA,"",""
"319674","LINC01531","ENSG00000205786",NA,"",""
"302326","RN7SL491P","ENSG00000264400",NA,"",""
"319676","AC002511.2","ENSG00000233214",NA,"",""
"319678","AC002511.1","ENSG00000232680",NA,"",""
"319679","FFAR2","ENSG00000126262",2867,"",""
"319748","KRTDAP","ENSG00000188508",388533,"GO:0005576","extracellular region"
"321191","DMKN","ENSG00000161249",93099,"",""
"326777","SBSN","ENSG00000189001",374897,"",""
"327161","GAPDHS","ENSG00000105679",26330,"GO:0055114","oxidation-reduction process"
"327209","TMEM147-AS1","ENSG00000236144",NA,"",""
"327003","TMEM147","ENSG00000105677",10430,"GO:0016020","membrane"
"338724","ATP4A","ENSG00000105675",495,"GO:0016021","integral component of membrane"
"338927","LINC01766","ENSG00000224910",NA,"",""
"343474","AC002115.1","ENSG00000267626",NA,"",""
"338928","HAUS5","ENSG00000249115",23354,"GO:0005737","cytoplasm"
"339372","RBM42","ENSG00000126254",79171,"GO:0003676","nucleic acid binding"
"338281","ETV2","ENSG00000105672",2116,"GO:0006355","regulation of transcription, DNA-templated"
"335283","COX6B1","ENSG00000126267",1340,"GO:0005739","mitochondrion"
"335321","UPK1A","ENSG00000105668",11045,"GO:0016021","integral component of membrane"
"335320","UPK1A-AS1","ENSG00000226510",NA,"",""
"335425","TYMSP2","ENSG00000267190",NA,"",""
"335426","ZBTB32","ENSG00000011590",27033,"GO:0005515","protein binding"
"305524","IGFLR1","ENSG00000126246",79713,"GO:0016020","membrane"
"305245","U2AF1L4","ENSG00000161265",199746,"",""
"305757","PSENEN","ENSG00000205155",55851,"GO:0016020","membrane"
"342711","AD000671.3","ENSG00000267439",NA,"",""
"342704","LIN37","ENSG00000267796",55957,"",""
"305793","HSPB6","ENSG00000004776",126393,"GO:0005212","structural constituent of eye lens"
"305855","PROSER3","ENSG00000167595",148137,"",""
"305854","AC002398.1","ENSG00000267049",NA,"",""
"307381","ARHGAP33","ENSG00000004777",115703,"",""
"307365","LINC01529","ENSG00000225872",NA,"",""
"307488","PRODH2","ENSG00000250799",58510,"",""
"307650","NPHS1","ENSG00000161270",4868,"GO:0005515","protein binding"
"307507","KIRREL2","ENSG00000126259",84063,"",""
"307773","APLP1","ENSG00000105290",333,"GO:0016021","integral component of membrane"
"302427","RN7SL402P","ENSG00000243968",NA,"",""
"308156","NFKBID","ENSG00000167604",84807,"",""
"307996","HCST","ENSG00000126264",10870,"GO:0016020","membrane"
"308301","TYROBP","ENSG00000011600",7305,"",""
"308409","LRFN3","ENSG00000126243",79414,"",""
"342763","AF038458.3","ENSG00000267786",NA,"",""
"308430","AF038458.1","ENSG00000267113",NA,"",""
"342764","AF038458.2","ENSG00000267388",NA,"",""
"308431","SDHAF1","ENSG00000205138",644096,"GO:0005739","mitochondrion"
"309036","SYNE4","ENSG00000181392",163183,"",""
"308814","ALKBH6","ENSG00000239382",84964,"",""
"342768","AC002116.2","ENSG00000267698",101927572,"",""
"309071","CLIP3","ENSG00000105270",25999,"GO:0005515","protein binding"
"309062","THAP8","ENSG00000161277",199745,"GO:0003676","nucleic acid binding"
"309567","WDR62","ENSG00000075702",284403,"",""
"309827","OVOL3","ENSG00000105261",728361,"GO:0003676","nucleic acid binding"
"309729","POLR2I","ENSG00000105258",5438,"",""
"309753","TBCB","ENSG00000105254",1155,"",""
"309998","CAPNS1","ENSG00000126247",826,"GO:0005509","calcium ion binding"
"342800","AD001527.1","ENSG00000270760",NA,"",""
"310200","COX7A1","ENSG00000161281",1346,"GO:0004129","cytochrome-c oxidase activity"
"310216","AC002984.1","ENSG00000267005",NA,"",""
"310227","ZNF565","ENSG00000196357",147929,"GO:0006355","regulation of transcription, DNA-templated"
"310217","ZNF146","ENSG00000167635",7705,"",""
"310636","AC092296.2","ENSG00000267053",NA,"",""
"310637","LINC00665","ENSG00000232677",NA,"",""
"310695","ZFP14","ENSG00000142065",57677,"GO:0006355","regulation of transcription, DNA-templated"
"310721","AC092296.1","ENSG00000266973",NA,"",""
"342808","AC092296.4","ENSG00000267363",NA,"",""
"310722","ZFP82","ENSG00000181007",284406,"",""
"310730","AC092296.3","ENSG00000267142",NA,"",""
"310741","ZNF566","ENSG00000186017",84924,"GO:0003676","nucleic acid binding"
"310753","AC092295.2","ENSG00000267309",NA,"",""
"310829","CTBP2P7","ENSG00000267091",NA,"",""
"310833","ZNF260","ENSG00000254004",339324,"GO:0003676","nucleic acid binding"
"310844","ZNF529","ENSG00000186020",57711,"GO:0003676","nucleic acid binding"
"310832","AC092295.1","ENSG00000228629",NA,"",""
"310843","ZNF529-AS1","ENSG00000233527",NA,"",""
"310860","ZNF382","ENSG00000161298",84911,"GO:0003676","nucleic acid binding"
"310871","ZNF461","ENSG00000197808",92283,"GO:0003676","nucleic acid binding"
"311318","LINC01534","ENSG00000225975",NA,"",""
"311326","ZNF567","ENSG00000189042",163081,"",""
"311319","ZNF850","ENSG00000267041",342892,"GO:0006355","regulation of transcription, DNA-templated"
"311372","AC020928.1","ENSG00000267260",NA,"",""
"342835","AC020928.2","ENSG00000267353",NA,"",""
"311468","ZNF790-AS1","ENSG00000267254",NA,"",""
"311377","ZNF790","ENSG00000197863",388536,"GO:0006355","regulation of transcription, DNA-templated"
"311433","ZNF345","ENSG00000251247",25850,"GO:0003676","nucleic acid binding"
"302338","AC008733.1","ENSG00000206669",NA,"",""
"311388","ZNF829","ENSG00000185869",374899,"GO:0006355","regulation of transcription, DNA-templated"
"311467","RPL31P61","ENSG00000243297",NA,"",""
"312479","ZNF568","ENSG00000198453",374900,"GO:0006355","regulation of transcription, DNA-templated"
"312701","ZNF420","ENSG00000197050",147923,"GO:0003676","nucleic acid binding"
"312522","AC010632.1","ENSG00000267345",NA,"",""
"342882","AC010632.2","ENSG00000267672",NA,"",""
"312629","ZNF585A","ENSG00000196967",199704,"GO:0003676","nucleic acid binding"
"342883","AC012309.2","ENSG00000267437",NA,"",""
"312523","ZNF585B","ENSG00000245680",92285,"GO:0006355","regulation of transcription, DNA-templated"
"312528","ZNF383","ENSG00000188283",163087,"",""
"312634","LINC01535","ENSG00000226686",NA,"",""
"342884","AC016590.1","ENSG00000267605",NA,"",""
"312950","ZNF875","ENSG00000181666",284459,"GO:0003676","nucleic acid binding"
"342887","AC016590.2","ENSG00000267682",NA,"",""
"313189","ZNF527","ENSG00000189164",84503,"",""
"313265","ZNF569","ENSG00000196437",148266,"GO:0006355","regulation of transcription, DNA-templated"
"313239","ZNF570","ENSG00000171827",148268,"",""
"313983","ZNF793-AS1","ENSG00000266916",NA,"",""
"313847","AC022148.2","ENSG00000267115",NA,"",""
"313788","ZNF793","ENSG00000188227",390927,"GO:0006355","regulation of transcription, DNA-templated"
"313884","AC022148.1","ENSG00000180458",NA,"",""
"342919","ZNF571-AS1","ENSG00000267470",NA,"",""
"313720","ZNF571","ENSG00000180479",51276,"GO:0006355","regulation of transcription, DNA-templated"
"313617","ZNF540","ENSG00000171817",163255,"GO:0006355","regulation of transcription, DNA-templated"
"313503","ZFP30","ENSG00000120784",22835,"GO:0006355","regulation of transcription, DNA-templated"
"313777","ZNF781","ENSG00000196381",163115,"GO:0003676","nucleic acid binding"
"313846","SELENOKP1","ENSG00000267319",NA,"",""
"313885","ZNF607","ENSG00000198182",84775,"GO:0006355","regulation of transcription, DNA-templated"
"314398","AC093227.1","ENSG00000267152",NA,"",""
"314399","ZNF573","ENSG00000189144",126231,"",""
"342922","AC016582.2","ENSG00000267422",NA,"",""
"342923","AC016582.3","ENSG00000267640",NA,"",""
"314522","AC016582.1","ENSG00000225868",NA,"",""
"315549","WDR87","ENSG00000171804",83889,"GO:0005515","protein binding"
"315593","SIPA1L3","ENSG00000105738",23094,"GO:0005515","protein binding"
"342961","AC008395.1","ENSG00000268051",NA,"",""
"342962","AC011465.1","ENSG00000268764",NA,"",""
"342960","AC011479.4","ENSG00000269653",NA,"",""
"342963","AC011479.3","ENSG00000268499",NA,"",""
"315702","DPF1","ENSG00000011332",8193,"GO:0008270","zinc ion binding"
"316373","SPINT2","ENSG00000167642",10653,"GO:0004867","serine-type endopeptidase inhibitor activity"
"315983","PPP1R14A","ENSG00000167641",94274,"GO:0005737","cytoplasm"
"302445","AC011479.1","ENSG00000200209",NA,"",""
"315963","C19orf33","ENSG00000167644",64073,"GO:0005634","nucleus"
"316059","YIF1B","ENSG00000167645",90522,"GO:0005789","endoplasmic reticulum membrane"
"317646","KCNK6","ENSG00000099337",9424,"GO:0016021","integral component of membrane"
"317699","CATSPERG","ENSG00000099338",57828,"GO:0036128","CatSper complex"
"317966","AC005625.1","ENSG00000266963",NA,"",""
"317967","PSMD8","ENSG00000099341",5714,"GO:0006508","proteolysis"
"318103","GGN","ENSG00000179168",199720,"GO:0007276","gamete generation"
"318152","SPRED3","ENSG00000188766",399473,"GO:0016020","membrane"
"318183","FAM98C","ENSG00000130244",147965,"",""
"318262","RASGRP4","ENSG00000171777",115727,"",""
"319485","RYR1","ENSG00000196218",6261,"GO:0016021","integral component of membrane"
"343061","AC067969.1","ENSG00000268055",NA,"",""
"320348","MAP4K1","ENSG00000104814",11184,"",""
"320347","AC008649.1","ENSG00000267291",NA,"",""
"320735","EIF3K","ENSG00000178982",27335,"GO:0005737","cytoplasm"
"320929","ACTN4","ENSG00000130402",81,"",""
"343080","AC008649.2","ENSG00000267375",NA,"",""
"320866","CAPN12","ENSG00000182472",147968,"",""
"343079","AC022144.1","ENSG00000267892",NA,"",""
"320999","LGALS7","ENSG00000205076",3963,"GO:0005615","extracellular space"
"321017","LGALS7B","ENSG00000178934",3963,"GO:0005615","extracellular space"
"302380","RNU6-140P","ENSG00000207296",NA,"",""
"321037","LGALS4","ENSG00000171747",3960,"",""
"321918","ECH1","ENSG00000104823",1891,"",""
"343090","AC104534.1","ENSG00000268756",NA,"",""
"321818","HNRNPL","ENSG00000104824",3191,"GO:0005634","nucleus"
"343091","AC008982.2","ENSG00000269688",NA,"",""
"322052","RINL","ENSG00000187994",126432,"",""
"343098","AC011455.1","ENSG00000269050",NA,"",""
"322263","SIRT2","ENSG00000068903",22933,"",""
"322194","NFKBIB","ENSG00000104825",4793,"GO:0005515","protein binding"
"322487","CCER2","ENSG00000262484",643669,"",""
"322529","SARS2","ENSG00000104835",54938,"",""
"322506","MRPS12","ENSG00000128626",6183,"GO:0003735","structural constituent of ribosome"
"343116","ERVK9-11","ENSG00000269486",NA,"",""
"343105","FBXO17","ENSG00000269190",115290,"GO:0005515","protein binding"
"322495","FBXO27","ENSG00000161243",126433,"",""
"343117","AC010605.1","ENSG00000267992",NA,"",""
"322729","ACP7","ENSG00000183760",390928,"GO:0046872","metal ion binding"
"322774","PAK4","ENSG00000130669",10298,"GO:0004674","protein serine/threonine kinase activity"
"343118","AC011443.1","ENSG00000269172",NA,"",""
"322908","NCCRP1","ENSG00000188505",342897,"GO:0005737","cytoplasm"
"322917","SYCN","ENSG00000179751",342898,"GO:0006887","exocytosis"
"343119","IFNL3P1","ENSG00000268510",NA,"",""
"322929","IFNL3","ENSG00000197110",282617,"GO:0005125","cytokine activity"
"343120","IFNL4","ENSG00000272395",101180976,"",""
"322966","MSRB1P1","ENSG00000213926",NA,"",""
"343121","IFNL4P1","ENSG00000272311",NA,"",""
"322967","IFNL2","ENSG00000183709",282616,"GO:0005125","cytokine activity"
"323008","IFNL1","ENSG00000182393",282618,"GO:0005125","cytokine activity"
"323040","LRFN1","ENSG00000128011",57622,"GO:0005515","protein binding"
"343122","AC011445.1","ENSG00000268262",NA,"",""
"323061","GMFG","ENSG00000130755",9535,"GO:0003779","actin binding"
"343125","AC011445.2","ENSG00000269246",NA,"",""
"323196","SAMD4B","ENSG00000179134",55095,"",""
"302266","RN7SL566P","ENSG00000241983",NA,"",""
"323242","PAF1","ENSG00000006712",54623,"GO:0006368","transcription elongation from RNA polymerase II promoter"
"323353","MED29","ENSG00000063322",55588,"GO:0016592","mediator complex"
"323392","ZFP36","ENSG00000128016",7538,"GO:0046872","metal ion binding"
"323460","PLEKHG2","ENSG00000090924",64857,"GO:0005085","guanyl-nucleotide exchange factor activity"
"323520","RPS16","ENSG00000105193",6217,"GO:0003735","structural constituent of ribosome"
"323607","SUPT5H","ENSG00000196235",6829,"",""
"323791","TIMM50","ENSG00000105197",92609,"GO:0015031","protein transport"
"323963","DLL3","ENSG00000090932",10683,"",""
"323979","SELENOV","ENSG00000186838",348303,"GO:0005515","protein binding"
"323999","EID2B","ENSG00000176401",126272,"GO:0005634","nucleus"
"343135","AC011500.3","ENSG00000269792",NA,"",""
"343136","TDGF1P7","ENSG00000269584",NA,"",""
"324010","EID2","ENSG00000176396",163126,"GO:0000122","negative regulation of transcription by RNA polymerase II"
"343137","AC011500.1","ENSG00000269188",NA,"",""
"324025","LGALS13","ENSG00000105198",29124,"GO:0030246","carbohydrate binding"
"343138","AC005176.1","ENSG00000268153",NA,"",""
"324035","LGALS16","ENSG00000249861",148003,"GO:0030246","carbohydrate binding"
"324049","AC005515.1","ENSG00000226025",NA,"",""
"343139","AC093063.1","ENSG00000268088",NA,"",""
"324042","RPS29P27","ENSG00000240320",NA,"",""
"324043","LGALS14","ENSG00000006659",56891,"GO:0030246","carbohydrate binding"
"324050","CLC","ENSG00000105205",1178,"GO:0030246","carbohydrate binding"
"324062","LEUTX","ENSG00000213921",342900,"GO:0003677","DNA binding"
"324069","DYRK1B","ENSG00000105204",9149,"GO:0005524","ATP binding"
"324126","FBL","ENSG00000105202",2091,"GO:0003723","RNA binding"
"324294","PRR13P5","ENSG00000187534",NA,"",""
"324295","PSMC4","ENSG00000013275",5704,"GO:0005524","ATP binding"
"324401","ZNF546","ENSG00000187187",339327,"",""
"343145","AC007842.1","ENSG00000269069",NA,"",""
"324537","ZNF780B","ENSG00000128000",163131,"GO:0006355","regulation of transcription, DNA-templated"
"324549","ZNF780A","ENSG00000197782",284323,"GO:0006355","regulation of transcription, DNA-templated"
"343147","AC005614.1","ENSG00000269296",NA,"",""
"324604","VN1R96P","ENSG00000230086",NA,"",""
"324605","MAP3K10","ENSG00000130758",4294,"GO:0005524","ATP binding"
"324640","TTC9B","ENSG00000174521",148014,"GO:0005515","protein binding"
"324645","CNTD2","ENSG00000105219",79935,"GO:0005634","nucleus"
"324666","AKT2","ENSG00000105221",208,"GO:0005524","ATP binding"
"324665","AC118344.1","ENSG00000205041",NA,"",""
"302440","MIR641","ENSG00000207631",NA,"",""
"302389","RNU6-945P","ENSG00000206674",NA,"",""
"325367","C19orf47","ENSG00000160392",126526,"GO:0005654","nucleoplasm"
"302406","AC118344.3","ENSG00000207281",NA,"",""
"302231","AC118344.2","ENSG00000206925",NA,"",""
"325120","PLD3","ENSG00000105223",23646,"GO:0016020","membrane"
"325101","HIPK4","ENSG00000160396",147746,"GO:0005524","ATP binding"
"325428","PRX","ENSG00000105227",57716,"",""
"325442","SERTAD1","ENSG00000197019",29950,"GO:0005515","protein binding"
"325450","SERTAD3","ENSG00000167565",29946,"GO:0006355","regulation of transcription, DNA-templated"
"343159","AC010271.1","ENSG00000268366",NA,"",""
"325456","BLVRB","ENSG00000090013",645,"",""
"325546","SPTBN4","ENSG00000160460",57731,"GO:0005515","protein binding"
"325734","SHKBP1","ENSG00000160410",92799,"GO:0005515","protein binding"
"326051","LTBP4","ENSG00000090006",8425,"",""
"326256","NUMBL","ENSG00000105245",9253,"GO:0005515","protein binding"
"326409","COQ8B","ENSG00000123815",79934,"GO:0005737","cytoplasm"
"302408","RNU6-195P","ENSG00000223284",NA,"",""
"326510","ITPKC","ENSG00000086544",80271,"GO:0016301","kinase activity"
"326376","C19orf54","ENSG00000188493",284325,"",""
"326523","SNRPA","ENSG00000077312",6626,"GO:0003676","nucleic acid binding"
"326707","MIA","ENSG00000261857",8190,"",""
"326757","RAB4B","ENSG00000167578",53916,"GO:0005525","GTP binding"
"343190","EGLN2","ENSG00000269858",112398,"GO:0005654","nucleoplasm"
"327073","CYP2T1P","ENSG00000233622",NA,"",""
"327072","CYP2F2P","ENSG00000237118",NA,"",""
"343188","AC008537.2","ENSG00000269843",NA,"",""
"326835","CYP2A6","ENSG00000255974",1548,"GO:0055114","oxidation-reduction process"
"327074","CYP2A7","ENSG00000198077",1549,"GO:0055114","oxidation-reduction process"
"326660","CYP2G1P","ENSG00000130612",NA,"",""
"327071","CYP2A7P2","ENSG00000198251",NA,"",""
"326693","CYP2B7P","ENSG00000256612",NA,"",""
"343214","AC092071.1","ENSG00000269353",NA,"",""
"326916","CYP2B6","ENSG00000197408",1555,"GO:0055114","oxidation-reduction process"
"326661","CYP2A7P1","ENSG00000213908",NA,"",""
"343215","CYP2G2P","ENSG00000268101",NA,"",""
"343216","AC008962.1","ENSG00000271299",NA,"",""
"327178","CYP2A13","ENSG00000197838",1553,"GO:0055114","oxidation-reduction process"
"327218","CYP2F1","ENSG00000197446",1572,"",""
"343220","CYP2T3P","ENSG00000268529",NA,"",""
"327300","CYP2S1","ENSG00000167600",29785,"GO:0055114","oxidation-reduction process"
"327373","AXL","ENSG00000167601",558,"GO:0005524","ATP binding"
"343223","AC011510.1","ENSG00000269652",NA,"",""
"327938","HNRNPUL1","ENSG00000105323",11100,"GO:0005515","protein binding"
"302401","RN7SL34P","ENSG00000239868",NA,"",""
"327801","TGFB1","ENSG00000105329",7040,"GO:0008083","growth factor activity"
"327644","CCDC97","ENSG00000142039",90324,"",""
"327767","TMEM91","ENSG00000142046",641649,"GO:0016021","integral component of membrane"
"328490","B9D2","ENSG00000123810",80776,"GO:0005634","nucleus"
"327721","EXOSC5","ENSG00000077348",56915,"GO:0003723","RNA binding"
"328530","BCKDHA","ENSG00000248098",593,"GO:0016624","oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor"
"343225","AC011462.3","ENSG00000268987",NA,"",""
"328470","B3GNT8","ENSG00000177191",374907,"GO:0016020","membrane"
"327664","DMAC2","ENSG00000105341",55101,"GO:0005739","mitochondrion"
"327642","ERICH4","ENSG00000204978",100170765,"",""
"327704","PCAT19","ENSG00000267107",NA,"",""
"343228","AC243960.2","ENSG00000268034",NA,"",""
"343229","PLEKHA3P1","ENSG00000269800",NA,"",""
"343230","AC243960.3","ENSG00000268355",NA,"",""
"343231","LINC01480","ENSG00000270164",NA,"",""
"343232","AC243960.1","ENSG00000268027",NA,"",""
"328576","CEACAM21","ENSG00000007129",90273,"",""
"328579","CEACAMP3","ENSG00000239736",NA,"",""
"328580","CEACAM4","ENSG00000105352",1089,"GO:0016020","membrane"
"343233","AC243960.4","ENSG00000268582",NA,"",""
"328599","CEACAM7","ENSG00000007306",1087,"GO:0016020","membrane"
"328654","CEACAM5","ENSG00000105388",1048,"GO:0016020","membrane"
"328631","CEACAM6","ENSG00000086548",4680,"",""
"343236","AC243967.2","ENSG00000268833",NA,"",""
"328691","CEACAM3","ENSG00000170956",1084,"GO:0016020","membrane"
"343238","HNRNPA1P52","ENSG00000269119",NA,"",""
"328736","DMRTC2","ENSG00000142025",63946,"GO:0005634","nucleus"
"328788","RPS19","ENSG00000105372",6223,"GO:0003735","structural constituent of ribosome"
"328910","CD79A","ENSG00000105369",973,"GO:0016020","membrane"
"328967","ARHGEF1","ENSG00000076928",9138,"GO:0007186","G protein-coupled receptor signaling pathway"
"343244","ERFL","ENSG00000268041",390937,"GO:0006355","regulation of transcription, DNA-templated"
"329874","RABAC1","ENSG00000105404",10567,"",""
"329344","ATP1A3","ENSG00000105409",478,"GO:0016020","membrane"
"330083","GRIK5","ENSG00000105737",2901,"",""
"329924","ZNF574","ENSG00000105732",64763,"GO:0003676","nucleic acid binding"
"330351","POU2F2","ENSG00000028277",5452,"GO:0003677","DNA binding"
"330328","AC010247.1","ENSG00000254887",NA,"",""
"331003","AC010247.2","ENSG00000259436",NA,"",""
"331005","DEDD2","ENSG00000160570",162989,"GO:0005515","protein binding"
"331057","ZNF526","ENSG00000167625",116115,"GO:0003676","nucleic acid binding"
"331121","GSK3A","ENSG00000105723",2931,"GO:0005524","ATP binding"
"331106","ERF","ENSG00000105722",2077,"GO:0006355","regulation of transcription, DNA-templated"
"331273","CIC","ENSG00000079432",23152,"GO:0005634","nucleus"
"331229","PAFAH1B3","ENSG00000079462",5050,"GO:0005737","cytoplasm"
"331271","PRR19","ENSG00000188368",284338,"GO:0005515","protein binding"
"331436","TMEM145","ENSG00000167619",284339,"GO:0007186","G protein-coupled receptor signaling pathway"
"331482","MEGF8","ENSG00000105429",1954,"GO:0005515","protein binding"
"331590","CNFN","ENSG00000105427",84518,"GO:0005737","cytoplasm"
"331661","LIPE-AS1","ENSG00000213904",NA,"",""
"331703","LIPE","ENSG00000079435",3991,"GO:0016787","hydrolase activity"
"331647","CXCL17","ENSG00000189377",284340,"GO:0005615","extracellular space"
"302245","RNU4-60P","ENSG00000253048",NA,"",""
"343312","AC011497.2","ENSG00000269374",NA,"",""
"331731","CEACAM1","ENSG00000079385",634,"GO:0016020","membrane"
"331730","CEACAMP2","ENSG00000230558",NA,"",""
"331685","CEACAM8","ENSG00000124469",1088,"GO:0016020","membrane"
"331702","CEACAMP1","ENSG00000233681",NA,"",""
"332156","CEACAMP5","ENSG00000231561",NA,"",""
"332157","RPS10P28","ENSG00000243167",NA,"",""
"332158","PSG3","ENSG00000221826",5671,"",""
"332162","PSG8","ENSG00000124467",440533,"GO:0005576","extracellular region"
"332166","CEACAMP6","ENSG00000238092",NA,"",""
"332165","PSG8-AS1","ENSG00000225877",NA,"",""
"332164","PSG10P","ENSG00000248257",NA,"",""
"332168","PSG1","ENSG00000231924",5669,"GO:0005515","protein binding"
"332280","PSG6","ENSG00000170848",5675,"GO:0005576","extracellular region"
"332264","PSG7","ENSG00000221878",5676,"",""
"332218","CEACAMP7","ENSG00000227349",NA,"",""
"332219","PSG11","ENSG00000243130",5680,"GO:0005576","extracellular region"
"332300","CEACAMP8","ENSG00000236932",NA,"",""
"332294","PSG2","ENSG00000242221",5670,"GO:0005576","extracellular region"
"332255","AC005392.1","ENSG00000227606",NA,"",""
"332222","PSG5","ENSG00000204941",5673,"GO:0005515","protein binding"
"332229","PSG4","ENSG00000243137",5672,"GO:0005576","extracellular region"
"332327","CEACAMP10","ENSG00000241104",NA,"",""
"332301","PSG9","ENSG00000183668",5678,"",""
"332328","AC005392.2","ENSG00000231412",NA,"",""
"332363","CD177","ENSG00000204936",57126,"",""
"343329","AC005392.3","ENSG00000272396",NA,"",""
"338856","CD177P1","ENSG00000204933",NA,"",""
"338857","TEX101","ENSG00000131126",83639,"GO:0016020","membrane"
"338917","LYPD3","ENSG00000124466",27076,"GO:0016020","membrane"
"338946","PHLDB3","ENSG00000176531",653583,"",""
"339033","ETHE1","ENSG00000105755",23474,"GO:0005634","nucleus"
"339024","ZNF575","ENSG00000176472",284346,"GO:0003676","nucleic acid binding"
"339116","XRCC1","ENSG00000073050",7515,"GO:0005634","nucleus"
"343490","L34079.2","ENSG00000269177",NA,"",""
"343489","L34079.3","ENSG00000269583",NA,"",""
"339259","PINLYP","ENSG00000234465",390940,"GO:0005576","extracellular region"
"339114","IRGQ","ENSG00000167378",126298,"",""
"339278","ZNF576","ENSG00000124444",79177,"GO:0003676","nucleic acid binding"
"339291","ZNF428","ENSG00000131116",126299,"GO:0003676","nucleic acid binding"
"339264","SRRM5","ENSG00000226763",100170229,"",""
"339294","CADM4","ENSG00000105767",199731,"GO:0016020","membrane"
"339314","PLAUR","ENSG00000011422",5329,"GO:0030377","urokinase plasminogen activator receptor activity"
"302328","RN7SL368P","ENSG00000239948",NA,"",""
"338344","IRGC","ENSG00000124449",56269,"GO:0016020","membrane"
"338314","SMG9","ENSG00000105771",56006,"GO:0000184","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
"335253","KCNN4","ENSG00000104783",3783,"GO:0016021","integral component of membrane"
"343366","AC115522.1","ENSG00000268601",NA,"",""
"335443","LYPD5","ENSG00000159871",284348,"GO:0016020","membrane"
"335581","ZNF283","ENSG00000167637",284349,"GO:0006355","regulation of transcription, DNA-templated"
"335590","ZNF404","ENSG00000176222",342908,"GO:0006355","regulation of transcription, DNA-templated"
"335589","AC006213.2","ENSG00000267058",NA,"",""
"335613","AC006213.3","ENSG00000267191",NA,"",""
"335599","ZNF45","ENSG00000124459",7596,"GO:0006355","regulation of transcription, DNA-templated"
"335625","ZNF221","ENSG00000159905",7638,"GO:0006355","regulation of transcription, DNA-templated"
"335648","ZNF155","ENSG00000204920",7711,"GO:0006355","regulation of transcription, DNA-templated"
"335647","AC006213.1","ENSG00000266921",NA,"",""
"335638","ZNF230","ENSG00000159882",7773,"GO:0006355","regulation of transcription, DNA-templated"
"338242","AC067968.2","ENSG00000267144",NA,"",""
"305144","ZNF222","ENSG00000159885",7673,"GO:0006355","regulation of transcription, DNA-templated"
"305180","ZNF223","ENSG00000178386",7766,"",""
"335170","ZNF284","ENSG00000186026",342909,"GO:0006355","regulation of transcription, DNA-templated"
"342673","ZNF224","ENSG00000267680",7767,"GO:0006355","regulation of transcription, DNA-templated"
"305420","AC021092.1","ENSG00000186019",NA,"",""
"305262","ZNF225","ENSG00000256294",7768,"GO:0006355","regulation of transcription, DNA-templated"
"305423","ZNF234","ENSG00000263002",10780,"GO:0006355","regulation of transcription, DNA-templated"
"305449","ZNF226","ENSG00000167380",7769,"GO:0006355","regulation of transcription, DNA-templated"
"305716","ZNF227","ENSG00000131115",7770,"",""
"305671","ZNF235","ENSG00000159917",9310,"GO:0003676","nucleic acid binding"
"305687","ZNF233","ENSG00000159915",353355,"GO:0006355","regulation of transcription, DNA-templated"
"342694","AC138473.1","ENSG00000270679",NA,"",""
"342696","NDUFA3P1","ENSG00000267590",NA,"",""
"305751","ZNF112","ENSG00000062370",7771,"GO:0006355","regulation of transcription, DNA-templated"
"342698","ZNF285","ENSG00000267508",26974,"GO:0006355","regulation of transcription, DNA-templated"
"305782","ZNF285B","ENSG00000176761",NA,"",""
"305784","ZNF180","ENSG00000167384",7733,"GO:0006355","regulation of transcription, DNA-templated"
"342712","AC245748.3","ENSG00000267614",NA,"",""
"306146","CEACAM22P","ENSG00000230666",NA,"",""
"306145","AC243964.1","ENSG00000224366",NA,"",""
"306009","IGSF23","ENSG00000216588",147710,"GO:0016020","membrane"
"306024","AC243964.3","ENSG00000266903",NA,"",""
"306025","PVR","ENSG00000073008",5817,"GO:0016020","membrane"
"306134","CEACAM19","ENSG00000186567",56971,"",""
"306004","CEACAM16","ENSG00000213892",388551,"GO:0005615","extracellular space"
"302421","AC243964.2","ENSG00000252200",NA,"",""
"306147","BCL3","ENSG00000069399",602,"",""
"306215","CBLC","ENSG00000142273",23624,"GO:0005509","calcium ion binding"
"306321","BCAM","ENSG00000187244",4059,"GO:0016020","membrane"
"306399","NECTIN2","ENSG00000130202",5819,"GO:0016020","membrane"
"306457","AC011481.2","ENSG00000267282",NA,"",""
"306458","TOMM40","ENSG00000130204",10452,"",""
"306508","APOE","ENSG00000130203",348,"GO:0005576","extracellular region"
"306701","APOC1","ENSG00000130208",341,"GO:0005576","extracellular region"
"306753","APOC1P1","ENSG00000214855",NA,"",""
"342743","APOC4","ENSG00000267467",346,"GO:0070328","triglyceride homeostasis"
"306772","APOC2","ENSG00000234906",344,"GO:0006869","lipid transport"
"306836","AC011481.1","ENSG00000267114",NA,"",""
"306859","CLPTM1","ENSG00000104853",1209,"",""
"307398","RELB","ENSG00000104856",5971,"GO:0003677","DNA binding"
"307482","CLASRP","ENSG00000104859",11129,"GO:0005654","nucleoplasm"
"302282","RNU6-611P","ENSG00000207003",NA,"",""
